x,y,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code,country_iso3_code,erml_commodity,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity
-119.677633,59.205383999999995,Production of refined copper,42,tonnes (metric),Production,"copper, refined",1|2,Canada,,"Figures relate to both primary and secondary refined copper, whether electrolytic or fire refined. Metal recovered from secondary materials by remelting alone is excluded|In addition to the countries listed, Albania and Colombia produce refined copper",CA,Copper,,CAN,"Copper, refined",,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,42,281176
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Platinum,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,Platinum group metals,*,CAN,"Platinum group metals (mine production, metal content)",Estimates.,2019-01-01,-119.677633,Ores and concentates (Platinum content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum,113,7755
-119.677633,59.205383999999995,Production of pig iron,72,tonnes (metric),Production,"iron, pig",1,Canada,,"The data in this table include sponge iron and direct reduced iron (DRI) , where these have been separately identified",CA,Iron and steel,,CAN,Pig iron,,2019-01-01,-119.677633,Pig iron,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,7700000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Silicon metal,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2019-01-01,-119.677633,,59.205384,,74,34000
-119.677633,59.205383999999995,Production of titanium minerals,144,tonnes (metric),Production,titanium minerals,1|2,Canada,Ilmenite,"Some ilmenite is converted to synthetic rutile in Australia, India, Japan and USA|The figures in this table refer to gross tonnage of titanium concentrates",CA,Titanium,*|a|b,CAN,Titanium minerals,"Estimates.|Canada produces some ilmenite which is sold as such and not processed into slag, but tonnages are small.|It is believed that the majority of this is processed into slag.",2019-01-01,-119.677633,Ilmenite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,144,2100000
-119.677633,59.205383999999995,Production of potash,118,tonnes (K20 content),Production,potash,,Canada,Chloride,,CA,Potash,,CAN,Potash,,2019-01-01,-119.677633,Chloride,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/potash,116,12851000
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1|2|3,Canada,Coal,"Data for coking coal is not always distinguished from other types of bituminous coal. The term ""bituminous"" in this table may include coking coal where the latter is not separately shown.|There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term|Where no sub-commodity is shown the figures relate to all ranks of coal.",CA,,,CAN,,,2019-01-01,-119.677633,,59.205384,,33,51801000
-119.677633,59.205383999999995,Mine production of nickel,102,tonnes (metal content),Production,"nickel, mine",,Canada,,,CA,Nickel,,CAN,"Nickel (mine production, metal content)",,2019-01-01,-119.677633,Ores and concentates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,102,180904
-119.677633,59.205383999999995,Production of cadmium,29,tonnes (metric),Production,cadmium,1,Canada,,Data in this table excludes secondary metal unless otherwise stated,CA,Cadmium,a,CAN,Cadmium,Including cadmium sponge and/or secondary metal.,2019-01-01,-119.677633,Metal,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cadmium,27,1803
-119.677633,59.205383999999995,Production of crude petroleum,109,tonnes (metric),Production,"petroleum, crude",1,Canada,,The figures shown in this table include natural gas liquids,CA,,,CAN,,,2019-01-01,-119.677633,,59.205384,,106,232900000
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Ruthenium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,,,CAN,,,2019-01-01,-119.677633,,59.205384,,113,0
-119.677633,59.205383999999995,Mine production of bismuth,21,tonnes (metal content),Production,"bismuth, mine",1|2|3,Canada,,"In addition to the countries listed, the Republic of Korea may produce bismuth but data are confidential.|Production for some countries may include bismuth produced from imported ores but it is thought that any resulting duplication is insignificant in the countries shown|The figures in this table are in some instances derived from reported bismuth content of refined and impure metal plus recoverable in ores and concentrates exported",CA,Bismuth,,CAN,"Bismuth (mine production, metal content)",,2019-01-01,-119.677633,mine production (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/bismuth,21,6
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,Lithium minerals (Li content),"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,,,CAN,,,2019-01-01,-119.677633,,59.205384,,84,263
-119.677633,59.205383999999995,Production of iron ore,71,tonnes (metric),Production,iron ore,,Canada,,,CA,Iron and steel,g,CAN,Iron ore,Including by-product iron ore.,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,69,59013000
-119.677633,59.205383999999995,Production of refined lead,81,tonnes (metric),Production,"lead, refined",1,Canada,,Figures relate to both primary and secondary refined lead and include the lead content of antimonial lead,CA,Lead,,CAN,"Lead, refined",,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,81,260267
-119.677633,59.205383999999995,Production of refined cobalt,37,tonnes (metric),Production,"cobalt, refined",1,Canada,,"Refined cobalt can be in the form of metal, oxides, carbonates, sulphates and many other compounds. Efforts are made to avoid double-counting but it is not always possible to be certain",CA,Cobalt,a,CAN,Cobalt (refined),Including oxides.,2019-01-01,-119.677633,Refined,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,37,6075
-119.677633,59.205383999999995,Production of alumina,2,tonnes (Al2O3 content),Production,alumina,1|2,Canada,,"The figures in this table represent alumina produced from bauxite. Alumina-rich materials can also be derived from salt slags formed during the production of secondary aluminium|Where possible figures in this table show the alumina equivalent (Al2O3) of total hydrate produced, whether or not calcined",CA,"Bauxite, alumina and aluminium",,CAN,Alumina,,2019-01-01,-119.677633,Alumina,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/alumina,2,1522000
-119.677633,59.205383999999995,Mine production of lead,80,tonnes (metal content),Production,"lead, mine",,Canada,,,CA,Lead,,CAN,"Lead (mine production, metal content)",,2019-01-01,-119.677633,ore and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,80,22824
-119.677633,59.205383999999995,Production of magnesite,87,tonnes (metric),Production,magnesite,1,Canada,,"In addition to the countries listed, Bulgaria is believed to produce magnesite",CA,Magnesite,*|b,CAN,Magnesite and magnesia,Estimates.|Officially described as magnesitic dolomite and brucite.,2019-01-01,-119.677633,Magnesite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesite,87,180000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-niobium,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2019-01-01,-119.677633,,59.205384,,74,6600
-119.677633,59.205383999999995,Production of talc,136,tonnes (metric),Production,talc,1,Canada,,"In addition to the countries listed, pyrophyllite may be produced in Vietnam.",CA,Talc,k,CAN,Talc,Including pyrophyllite.,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/talc,134,255000
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Rhodium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|South Africa thought to be the only country to producer osmeiun, however data is unavailable.",CA,,*,CAN,,Estimates.,2019-01-01,-119.677633,,59.205384,,113,323
-119.677633,59.205383999999995,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,Canada,,,CA,Silver,,CAN,"Silver (mine production, metal content)",,2019-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,410000
-119.677633,59.205383999999995,Production of diamond,47,Carats,Production,diamond,1|2,Canada,,So far as possible the amounts shown include estimates for artisanal and/or illegal production|This table does not show production of synthetic diamond,CA,Diamond,,CAN,Diamond,,2019-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond,45,18491388
-119.677633,59.205383999999995,Mine production of gold,57,kilograms,Production,"gold, mine",1|3,Canada,,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",CA,Gold,,CAN,"Gold (mine production, metal production)",,2019-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,57,182783
